1979,1,15.414
1979,2,16.175285714285714
1979,3,16.3419375
1979,4,15.446799999999998
1979,5,13.856866666666665
1979,6,12.53
1979,7,10.311250000000001
1979,8,8.04106666666667
1979,9,7.051133333333332
1979,10,8.7479375
1979,11,10.943066666666665
1979,12,13.336266666666667
1980,1,14.861874999999998
1980,2,15.955142857142857
1980,3,16.041312499999997
1980,4,15.429066666666667
1980,5,13.792599999999998
1980,6,12.204600000000003
1980,7,10.100062499999998
1980,8,7.984266666666666
1980,9,7.667066666666666
1980,10,9.18275
1980,11,11.382866666666668
1980,12,13.592933333333331
1981,1,14.9096875
1981,2,15.604071428571428
1981,3,15.631533333333332
1981,4,15.009933333333331
1981,5,13.801625000000003
1981,6,12.429733333333335
1981,7,10.270999999999997
1981,8,7.844312500000002
1981,9,7.138466666666667
1981,10,8.856266666666667
1981,11,10.929
1981,12,13.341125000000002
1982,1,15.17673333333333
1982,2,15.973499999999998
1982,3,16.043875
1982,4,15.466000000000001
1982,5,13.973199999999999
1982,6,12.476066666666668
1982,7,10.367062500000001
1982,8,8.139533333333334
1982,9,7.301733333333333
1982,10,9.4210625
1982,11,11.627466666666667
1982,12,13.641799999999996
1983,1,14.9424375
1983,2,16.00614285714286
1983,3,16.085266666666662
1983,4,15.172066666666664
1983,5,13.4913125
1983,6,12.295666666666667
1983,7,10.570266666666667
1983,8,8.185875
1983,9,7.3946000000000005
1983,10,9.334066666666667
1983,11,11.461
1983,12,13.298437499999999
1984,1,14.473266666666667
1984,2,15.298933333333332
1984,3,15.5842
1984,4,15.014466666666667
1984,5,13.576687499999998
1984,6,12.151666666666667
1984,7,9.977533333333334
1984,8,7.771062500000001
1984,9,6.8052
1984,10,8.560599999999999
1984,11,10.841533333333333
1984,12,12.9894375
1985,1,14.724866666666665
1985,2,15.465714285714288
1985,3,15.885937500000002
1985,4,15.356533333333335
1985,5,14.0734
1985,6,12.219066666666665
1985,7,9.7445625
1985,8,7.401866666666667
1985,9,6.697666666666666
1985,10,8.5459375
1985,11,11.024533333333334
1985,12,13.049933333333334
1986,1,14.889624999999999
1986,2,15.784857142857147
1986,3,15.909466666666667
1986,4,15.058800000000002
1986,5,13.3795625
1986,6,11.975933333333334
1986,7,10.146466666666667
1986,8,7.979562500000001
1986,9,7.410666666666667
1986,10,9.483933333333333
1986,11,11.453266666666666
1986,12,13.222437499999998
1987,1,14.969800000000001
1987,2,16.050142857142863
1987,3,15.815937499999999
1987,4,15.210866666666666
1987,5,13.742933333333335
1987,6,12.485666666666667
1987,7,10.332562500000002
1987,8,7.4999047619047605
1987,9,7.278699999999998
